price	cut	color	clarity	depth	table	x	y	z
1006	Premium	G	SI2	61.9	58	5.12	5.09	3.16
1006	Ideal	H	VS2	62	54	4.99	5.01	3.1
1006	Ideal	G	IF	62	57	4.54	4.58	2.82
1006	Very Good	F	SI1	63.1	56	4.9	4.87	3.08
1007	Ideal	D	VS2	61.6	55	4.74	4.77	2.93
1007	Ideal	D	VS2	62.4	54	4.74	4.78	2.97
1007	Ideal	F	VS1	61.9	55	4.76	4.8	2.96
1007	Ideal	D	VS2	62.2	57	4.72	4.76	2.95
1007	Ideal	G	VVS2	62.5	55	4.75	4.76	2.97
1007	Ideal	D	VS2	61.7	56	4.78	4.81	2.96
1007	Ideal	F	VS1	61.8	56	4.75	4.79	2.95
1007	Premium	F	VS1	62.7	58	4.74	4.77	2.98
1007	Ideal	G	VVS2	61	57	4.78	4.8	2.92
1007	Ideal	D	VS2	61.9	56	4.77	4.8	2.96
1007	Ideal	F	VS1	62.1	56	4.74	4.76	2.95
1007	Ideal	F	VS1	60.8	56	4.76	4.79	2.92
1007	Ideal	F	VS1	62	55	4.77	4.81	2.97
1007	Very Good	G	VVS2	61.6	56	4.76	4.78	2.94
1007	Very Good	F	VS1	60.7	56	4.77	4.82	2.91
1007	Premium	D	VS2	62.4	60	4.71	4.75	2.95
1007	Ideal	D	VS2	62.4	55	4.76	4.79	2.98
1007	Ideal	F	VS1	61.9	57	4.73	4.77	2.94
1007	Ideal	D	VS2	62.2	54	4.77	4.81	2.98
1007	Premium	F	VS1	62.6	58	4.74	4.75	2.97
1007	Ideal	F	VS1	60.6	57	4.79	4.84	2.92
485	Very Good	E	VVS1	63.3	57	3.88	3.95	2.48
485	Very Good	E	VVS1	59.3	62	3.99	4	2.37
485	Very Good	E	VVS1	61	58	3.99	4.01	2.44
485	Very Good	D	VVS1	61.7	59	3.94	3.97	2.44
485	Very Good	F	IF	61	62	3.95	3.99	2.42
485	Good	E	VVS2	63.4	61	3.85	3.91	2.46
485	Good	H	SI2	63.9	57	4.27	4.24	2.72
485	Very Good	H	SI2	63.2	55	4.29	4.26	2.7
485	Premium	H	SI2	61.9	60	4.29	4.27	2.65
485	Premium	D	VS2	61.4	55	4.05	3.99	2.47
486	Very Good	H	VVS2	62.5	56	4.07	4.09	2.55
486	Very Good	G	VVS2	62.3	56	4.07	4.09	2.54
486	Very Good	G	VVS2	62.6	56	4.1	4.13	2.57
486	Very Good	G	VVS2	62.5	55	4.1	4.12	2.57
486	Ideal	H	VS2	62.5	53.2	4.29	4.34	2.69
486	Ideal	H	VS2	61.9	54.6	4.27	4.33	2.67
486	Ideal	I	VS1	62.2	53.9	4.29	4.33	2.68
486	Ideal	E	SI1	62.5	56	4.01	3.99	2.5
486	Premium	H	VVS2	60.7	59	4.19	4.21	2.55
486	Very Good	H	VVS2	62.1	57	4.1	4.15	2.56
486	Very Good	H	VS2	58.8	62	4.49	4.53	2.65
486	Good	I	SI1	63.1	57	4.51	4.55	2.86
486	Premium	I	SI1	60.4	60	4.58	4.62	2.78
486	Very Good	E	SI1	62	60	4.38	4.43	2.73
487	Very Good	E	VS2	63	59	4.11	4.15	2.6
487	Very Good	E	VS2	60.4	59	4.22	4.26	2.56
487	Very Good	E	VS2	62.7	58	4.15	4.18	2.61
1007	Premium	F	VS1	61.1	58	4.74	4.78	2.91
1007	Premium	G	VVS2	61.6	58	4.74	4.8	2.94
1007	Ideal	F	VS1	61.3	57	4.77	4.79	2.93
1007	Ideal	G	VVS2	61.3	56	4.77	4.79	2.93
1007	Ideal	G	VVS2	62.2	56	4.75	4.8	2.97
1007	Ideal	G	VVS2	61.1	55	4.8	4.83	2.94
1007	Premium	F	VS1	62.4	60	4.71	4.77	2.96
1007	Ideal	F	VS1	62	56	4.77	4.81	2.97
1007	Ideal	F	VS1	60.8	57	4.77	4.8	2.91
1007	Ideal	G	VVS2	60.4	56	4.8	4.83	2.91
1007	Ideal	G	VVS2	61.3	56	4.76	4.77	2.92
1007	Ideal	F	VS1	62.7	55	4.74	4.77	2.98
1007	Ideal	E	VS1	61.5	56	4.77	4.79	2.94
1007	Premium	F	VS1	59.9	58	4.81	4.84	2.89
1007	Ideal	D	VS1	61.7	55	4.48	4.5	2.77
1007	Good	G	VS2	63.8	59	4.64	4.57	2.94
1007	Very Good	H	VS1	63.4	58	4.74	4.66	2.98
1008	Premium	E	VS1	62	58	4.35	4.29	2.68
1008	Very Good	G	VVS1	60.6	58	4.69	4.78	2.87
1008	Very Good	J	VS2	58	62	5.24	5.27	3.05
1008	Very Good	H	SI1	61.2	55	5.19	5.21	3.18
1008	Ideal	G	VS1	62	55	4.66	4.71	2.9
1008	Ideal	G	VS1	62.6	55	4.66	4.69	2.93
1008	Ideal	E	VVS2	59.9	61	4.71	4.74	2.83
1008	Ideal	D	VVS2	60.9	57	4.39	4.45	2.7
1008	Ideal	G	VVS1	61.8	54.4	4.69	4.73	2.92
1008	Ideal	G	VVS1	62.1	54.7	4.64	4.72	2.91
1008	Ideal	G	VVS1	62.4	53.6	4.65	4.7	2.92
1008	Ideal	I	SI1	61.5	54	5.13	5.15	3.16
1008	Ideal	F	VVS2	61.9	57	4.39	4.36	2.71
1008	Premium	F	VVS2	61.8	60	4.41	4.36	2.71
1008	Ideal	F	VVS2	62.1	54	4.44	4.41	2.75
1008	Ideal	F	VVS2	61.2	57	4.43	4.4	2.7
1008	Ideal	F	VVS2	62	55	4.41	4.39	2.73
1008	Ideal	H	VVS2	62.3	55	4.85	4.82	3.01
1008	Ideal	H	VVS2	61.3	56	4.9	4.86	2.99
1008	Ideal	G	VS1	61.9	55	4.86	4.84	3
1008	Premium	G	VS1	60.9	57	4.91	4.88	2.98
1008	Premium	G	VS1	61	58	4.92	4.89	2.99
1008	Very Good	F	VS1	63.4	57	4.8	4.76	3.03
1008	Ideal	G	VVS1	61.8	56	4.41	4.39	2.72
1008	Premium	H	SI1	60.5	58	4.85	4.83	2.93
1009	Premium	D	VVS2	60.8	55	4.71	4.67	2.85
1009	Good	G	SI2	63.8	57	4.98	5.02	3.19
1009	Premium	H	VS1	61.7	57	4.68	4.65	2.88
1009	Premium	G	VS2	62.3	59	4.69	4.65	2.91
1009	Premium	G	VS2	60.4	61	4.7	4.67	2.83
1009	Premium	G	VS2	61.2	60	4.73	4.68	2.88
1009	Very Good	G	VS2	63.3	57	4.65	4.61	2.93
1009	Very Good	G	VS2	63.4	57	4.67	4.63	2.95
1009	Premium	G	VS2	60.9	59	4.74	4.69	2.87
1009	Very Good	E	SI2	58	63	5.22	5.19	3.02
1010	Premium	H	IF	61.7	59	4.45	4.43	2.74
1010	Ideal	D	VVS2	62.5	55	4.73	4.77	2.97
1010	Ideal	F	VVS2	61.3	56.2	4.69	4.71	2.88
1010	Ideal	F	VVS2	62.1	54.6	4.65	4.69	2.9
1010	Ideal	F	VVS2	61.7	55.4	4.66	4.68	2.88
1010	Ideal	E	VVS2	61.3	55	4.41	4.43	2.71
1010	Ideal	E	VVS2	61.5	56	4.41	4.44	2.72
1010	Ideal	G	VS2	61	57	4.74	4.77	2.9
1010	Very Good	D	VVS2	63.5	58	4.31	4.23	2.71
1010	Premium	H	IF	62.9	58	4.43	4.38	2.77
1010	Premium	F	VS1	62	56	4.72	4.64	2.9
1011	Fair	F	VVS1	54.6	59	4.85	4.79	2.63
1011	Fair	D	VVS2	53.2	62	4.87	4.8	2.57
1011	Ideal	G	SI2	61.2	56	5.13	5.17	3.15
1011	Ideal	F	VS1	62.4	57	4.52	4.49	2.81
1011	Ideal	H	VVS1	61.5	55	4.81	4.79	2.95
1011	Very Good	F	VS2	63.3	55	4.66	4.63	2.94
1011	Premium	H	SI2	59.9	59	5.17	5.12	3.08
1011	Premium	D	VS1	59.7	58	4.45	4.4	2.64
1011	Premium	E	SI2	60.9	57	5.11	5.07	3.1
1012	Premium	E	VVS1	62	59	4.34	4.3	2.68
1012	Premium	E	VVS1	61.8	59	4.33	4.31	2.67
1012	Ideal	F	VVS2	62.2	55	4.75	4.77	2.96
1012	Good	F	VS1	59	62	5.02	5.04	2.97
1012	Premium	D	SI2	61.3	59	5.32	5.28	3.25
1013	Ideal	E	VVS2	62.5	53	4.62	4.66	2.9
1013	Ideal	D	VS2	61.8	56	4.65	4.67	2.88
1013	Ideal	F	VS1	61.1	56	4.69	4.71	2.87
1013	Good	G	VVS1	59.1	61	4.86	4.88	2.88
1013	Ideal	F	VS1	60.1	57	4.67	4.62	2.79
1013	Premium	E	VVS2	61.9	59	4.32	4.27	2.66
1013	Premium	E	VVS2	61.3	59	4.32	4.3	2.64
1013	Premium	F	IF	61.6	58	4.35	4.32	2.67
1013	Ideal	F	IF	61.1	57	4.39	4.35	2.67
1013	Premium	E	VVS2	61.8	58	4.29	4.26	2.64
1013	Premium	E	VVS2	61.4	59	4.34	4.32	2.66
1013	Ideal	E	VVS2	60.2	57	4.4	4.37	2.64
1013	Premium	F	VS1	60.7	58	4.62	4.57	2.79
1013	Premium	E	VVS2	60.8	60	4.31	4.27	2.61
1013	Ideal	E	VVS2	61.9	57	4.32	4.28	2.66
1013	Premium	F	IF	60.7	58	4.37	4.33	2.64
1013	Premium	E	VVS2	61.4	60	4.28	4.25	2.62
1013	Premium	E	VVS2	61.4	58	4.28	4.25	2.62
1013	Ideal	F	VS1	61.9	56	4.59	4.56	2.83
1013	Premium	E	VVS2	60.1	59	4.37	4.32	2.61
1013	Ideal	E	VVS2	61.8	56	4.35	4.33	2.68
1013	Ideal	F	IF	62	56	4.34	4.3	2.68
1013	Ideal	E	VVS2	61.7	55	4.31	4.28	2.65
1013	Ideal	E	VVS2	61.6	57	4.32	4.29	2.65
1013	Ideal	E	VS2	60.8	56	4.64	4.6	2.81
1013	Ideal	E	VS2	62.6	56	4.56	4.52	2.84
1013	Ideal	E	VS2	61.7	55	4.63	4.57	2.84
1013	Premium	I	VVS1	63	56	4.9	4.88	3.08
1013	Premium	E	VS2	59.3	59	4.68	4.6	2.75
1013	Ideal	E	VS2	61.9	56	4.59	4.56	2.83
1013	Premium	E	VS2	59.8	62	4.61	4.56	2.74
1013	Premium	E	VS2	60.3	59	4.64	4.58	2.78
1013	Ideal	E	VS2	61.1	56	4.63	4.6	2.82
1013	Ideal	E	VS2	61.9	56	4.56	4.55	2.82
1013	Premium	E	VS2	61.3	60	4.59	4.55	2.8
1013	Premium	E	VS2	60.3	62	4.59	4.56	2.76
1013	Premium	E	VS2	62.3	58	4.55	4.51	2.82
1013	Ideal	E	VS2	62.1	55	4.58	4.54	2.83
1013	Ideal	E	VS2	62.8	56	4.54	4.51	2.84
1013	Ideal	H	IF	61.5	56	4.34	4.31	2.66
1013	Ideal	H	IF	60.8	56	4.37	4.35	2.65
1013	Premium	H	IF	62.9	58	4.29	4.26	2.69
1013	Ideal	H	IF	62.1	55	4.3	4.27	2.66
1013	Premium	G	VVS1	60.6	61	4.35	4.33	2.63
1013	Premium	G	VVS1	60.7	58	4.36	4.34	2.64
1013	Ideal	G	VVS1	62	55	4.34	4.31	2.68
1013	Ideal	G	VVS1	62.6	54	4.32	4.31	2.7
1013	Ideal	G	VVS1	62.3	54	4.33	4.31	2.69
1013	Ideal	G	VVS1	61.7	57	4.32	4.3	2.66
1013	Ideal	G	VVS1	61.3	56	4.34	4.3	2.65
1013	Premium	G	VVS1	62.1	56	4.31	4.29	2.67
1013	Very Good	G	VVS1	63.4	56	4.31	4.27	2.72
1013	Premium	G	VVS1	61.9	59	4.31	4.28	2.66
1013	Very Good	G	VVS1	63.1	58	4.31	4.28	2.71
1013	Premium	G	VVS1	61.8	59	4.33	4.28	2.66
1013	Ideal	G	VVS1	62.2	57	4.31	4.27	2.67
1013	Very Good	G	VVS1	63.3	55	4.3	4.26	2.71
1013	Premium	G	VVS1	62.4	57	4.29	4.27	2.67
1013	Premium	G	VVS1	62.1	61	4.3	4.27	2.66
1013	Ideal	G	VVS1	62.6	54	4.28	4.25	2.67
1013	Very Good	G	VVS1	63.1	56	4.28	4.25	2.69
1013	Ideal	G	VVS1	62.9	57	4.3	4.26	2.69
1013	Very Good	G	VVS1	63.5	57	4.27	4.24	2.7
1013	Very Good	G	VVS1	63.5	57	4.27	4.23	2.7
1013	Very Good	G	VVS1	63.2	58	4.25	4.23	2.68
1013	Very Good	I	VS1	63.1	56	5.07	5.01	3.18
1013	Premium	I	SI2	61.2	60	5.22	5.2	3.19
1013	Ideal	I	VS2	61.7	59	4.96	4.91	3.04
1013	Good	F	I1	64	59	5.78	5.62	3.66
1013	Fair	F	SI2	54.4	64	4.3	4.23	2.32
1013	Premium	E	VS2	62	58	4.56	4.54	2.82
1014	Ideal	D	VVS2	62.2	56	4.41	4.37	2.73
1014	Ideal	D	VVS2	61.7	55	4.42	4.39	2.72
1014	Very Good	J	SI1	62.7	54	5.17	5.23	3.26
1014	Ideal	E	VVS1	62	56	4.48	4.52	2.79
1014	Ideal	E	VVS1	62.2	56	4.44	4.46	2.77
1014	Ideal	E	VVS1	62.1	57	4.46	4.5	2.78
1014	Ideal	E	VVS1	61.9	56	4.47	4.51	2.78
1014	Ideal	G	IF	61.9	54	4.46	4.49	2.77
1014	Ideal	E	VVS1	62.2	56	4.45	4.49	2.78
1014	Ideal	G	IF	61.6	56	4.48	4.51	2.77
1014	Very Good	E	VVS1	61.7	58	4.43	4.48	2.75
1014	Premium	G	IF	62.3	59	4.46	4.49	2.79
1014	Ideal	E	VS1	61.7	57	4.78	4.81	2.96
1015	Very Good	D	VVS1	61.6	54	4.4	4.43	2.72
1015	Ideal	F	VVS2	62	56	4.73	4.76	2.94
1015	Premium	H	SI2	62.5	60	5.16	5.18	3.23
1015	Ideal	D	SI1	61	57	4.8	4.78	2.92
1015	Ideal	D	SI1	61.6	55	4.8	4.78	2.95
1015	Ideal	D	SI1	60.8	57	4.84	4.8	2.93
1015	Premium	D	SI1	59.6	59	4.85	4.82	2.88
1015	Ideal	D	SI1	60.3	57	4.86	4.82	2.92
1015	Premium	D	SI1	61.4	58	4.78	4.76	2.93
1015	Ideal	D	SI1	62.3	55	4.79	4.77	2.98
1015	Ideal	D	SI1	61.4	56	4.8	4.77	2.94
1015	Ideal	D	SI1	61.7	54	4.79	4.78	2.95
1015	Premium	D	SI1	61	59	4.78	4.76	2.91
1015	Ideal	D	SI1	62.7	56	4.78	4.73	2.98
1015	Premium	D	SI1	62.9	58	4.75	4.7	2.97
1015	Good	D	SI2	58.5	64	5.2	5.12	3.02
1016	Premium	F	SI2	62.3	59	5.1	5.04	3.16
1016	Ideal	F	SI2	61.6	57	5.14	5.08	3.15
1016	Very Good	H	VVS1	63.1	56	4.83	4.87	3.06
1016	Very Good	G	SI2	60.6	55	4.94	4.96	3
1016	Premium	F	SI1	62.5	56	4.85	4.82	3.02
1016	Premium	F	SI1	61.6	59	4.87	4.83	2.99
1016	Ideal	F	SI1	61.8	56	4.87	4.84	3
1016	Premium	F	SI1	60.5	60	4.88	4.84	2.94
1016	Ideal	F	SI1	61.7	54	4.9	4.86	3.01
1016	Ideal	F	SI1	61.6	57	4.85	4.8	2.97
1016	Premium	F	SI1	62.4	56	4.84	4.81	3.01
1016	Premium	F	SI1	62.4	57	4.82	4.79	3
1016	Premium	F	SI1	62.6	58	4.81	4.77	3
1016	Premium	E	SI1	62.4	56	4.83	4.79	3
1016	Ideal	E	SI1	62.9	56	4.83	4.8	3.03
1016	Ideal	E	SI1	61.5	56	4.9	4.85	3
1016	Premium	E	SI1	60.2	60	4.94	4.89	2.96
1016	Ideal	E	SI1	62.3	57	4.82	4.78	2.99
1016	Premium	F	SI1	60.6	59	4.87	4.84	2.94
1017	Very Good	E	VVS2	63.5	54	4.69	4.73	2.99
1017	Very Good	E	VVS2	60.3	59	4.74	4.78	2.87
1017	Very Good	E	VVS2	62.4	58	4.7	4.76	2.95
1017	Ideal	H	VVS1	61.4	57	4.74	4.81	2.93
1017	Ideal	H	VVS1	62	54	4.72	4.76	2.94
1017	Ideal	H	VVS1	62.3	54	4.74	4.77	2.96
1017	Ideal	H	VVS1	62.2	55	4.7	4.75	2.94
1017	Ideal	H	IF	60.7	56	4.62	4.61	2.8
1018	Very Good	D	VS1	62.3	59	4.72	4.79	2.96
1018	Very Good	D	VS1	61.7	58	4.76	4.8	2.95
1018	Very Good	E	IF	61.4	55	4.43	4.46	2.73
1018	Ideal	D	VVS2	60	56	4.77	4.79	2.87
1018	Ideal	D	VS1	61.2	57	4.77	4.81	2.93
1018	Ideal	D	VS1	62.3	56	4.71	4.79	2.96
1018	Ideal	E	IF	62.9	54	4.37	4.41	2.76
1018	Ideal	E	IF	61.1	56	4.42	4.48	2.72
1018	Ideal	E	IF	61.1	58	4.42	4.45	2.71
1018	Ideal	E	IF	61.9	55	4.38	4.41	2.72
379	Ideal	J	SI1	62.4	53	4.38	4.4	2.74
380	Premium	J	VS2	62.5	60	4.31	4.36	2.71
380	Very Good	J	VS2	62.7	58	4.3	4.34	2.71
380	Premium	J	VS2	62.4	60	4.29	4.33	2.69
382	Very Good	G	SI1	62	55	4.2	4.25	2.62
382	Ideal	G	SI2	61.7	57	4.26	4.3	2.64
382	Ideal	G	SI2	62.5	56	4.28	4.3	2.68
382	Premium	H	VS1	62.3	59	4.06	4.1	2.54
382	Premium	G	VS1	61.3	60	4.07	4.12	2.51
383	Very Good	I	SI2	60.6	61	4.4	4.45	2.68
383	Ideal	H	SI1	61.3	55	4.17	4.21	2.57
383	Good	F	VS1	60.2	65	3.97	4	2.4
384	Very Good	I	VS2	62.4	55	4.25	4.27	2.66
384	Very Good	E	SI1	62	54	4.08	4.11	2.54
384	Ideal	J	VS2	61.6	56	4.31	4.33	2.66
384	Ideal	G	VS1	61.6	55	3.96	3.99	2.45
384	Ideal	J	SI1	61.8	54.9	4.39	4.42	2.72
385	Ideal	I	VS2	62	56	4.13	4.09	2.55
386	Premium	E	VS2	60.5	59	3.87	3.83	2.33
386	Premium	E	VS2	59.6	56	3.93	3.89	2.33
386	Premium	D	VS2	61.6	59	3.82	3.78	2.34
386	Premium	D	VS2	60.6	60	3.85	3.81	2.32
386	Premium	D	VS2	59.1	62	3.89	3.86	2.29
386	Premium	D	VS2	58.3	59	3.96	3.93	2.3
487	Very Good	E	VS2	63.7	58	4.12	4.14	2.63
487	Very Good	F	VS2	62.7	58	4.14	4.15	2.6
487	Very Good	F	VS2	61.7	58	4.17	4.19	2.58
487	Very Good	F	VS1	62.1	59	4.16	4.21	2.6
487	Very Good	F	VS1	60.8	58	4.24	4.28	2.59
487	Very Good	F	VS1	61	59	4.18	4.24	2.57
487	Very Good	F	VS1	61	59	4.23	4.29	2.6
487	Very Good	E	VS1	60.2	58	4.23	4.27	2.56
487	Very Good	E	VS1	58.9	58	4.27	4.32	2.53
487	Very Good	D	VS1	61.7	58	4.19	4.24	2.6
487	Ideal	D	VS2	61.2	57	4.2	4.23	2.58
487	Ideal	G	SI1	61.2	56	4.33	4.36	2.65
487	Ideal	G	SI1	60.6	57	4.34	4.37	2.63
487	Good	F	VS1	58.3	58	4.33	4.35	2.53
487	Ideal	E	VS1	61.4	56	4.2	4.24	2.59
487	Ideal	D	VS2	62.4	57	4.16	4.2	2.61
487	Ideal	J	VS1	62.6	57	4.54	4.57	2.85
487	Very Good	D	SI2	62.4	57	4.47	4.5	2.8
487	Ideal	E	VS1	62	56	4.18	4.21	2.6
487	Ideal	J	VS1	62.4	55	4.59	4.64	2.88
487	Very Good	F	SI2	60.7	57	4.62	4.67	2.82
487	Good	G	SI2	63.4	57	4.55	4.57	2.89
487	Very Good	F	SI2	60.2	60	4.6	4.7	2.8
487	Good	G	SI2	63.3	55	4.58	4.61	2.91
488	Good	I	SI1	64.3	55	4.29	4.27	2.75
488	Premium	J	VS2	62.7	58	4.34	4.3	2.71
1018	Ideal	J	VVS1	61.8	56	4.97	4.93	3.06
1018	Ideal	J	VVS1	62.5	56	4.93	4.89	3.07
1018	Good	F	SI1	56.9	61	5.12	5.07	2.9
1019	Very Good	E	VVS2	63.8	58	4.67	4.7	2.99
1019	Very Good	J	SI1	62.5	59	5.14	5.16	3.22
1019	Ideal	D	VS1	62.6	55	4.75	4.77	2.98
1019	Ideal	I	SI1	62	54	5.17	5.19	3.21
1019	Ideal	G	I1	59.5	57	5.46	5.42	3.24
1020	Very Good	F	SI2	62.9	57	5.02	5.06	3.17
1020	Very Good	F	SI2	62.5	56	5.05	5.09	3.17
1020	Ideal	H	SI2	61.6	54	5.22	5.26	3.23
1020	Ideal	H	SI2	61.9	54	5.21	5.23	3.23
1020	Ideal	F	SI2	61.3	58	5.1	5.12	3.13
1020	Premium	E	VVS1	60.8	58	4.41	4.38	2.67
1020	Premium	E	VVS1	60.5	58	4.47	4.42	2.69
1020	Ideal	E	VVS1	61.7	55	4.42	4.39	2.72
1020	Ideal	E	VVS1	60.9	57	4.45	4.42	2.7
1020	Ideal	E	VVS1	61.3	57	4.43	4.38	2.7
1020	Premium	E	VVS1	61.8	59	4.39	4.35	2.7
1020	Premium	J	SI1	62.6	59	5.1	5.06	3.18
1020	Premium	G	IF	59.4	59	4.51	4.48	2.67
1020	Ideal	G	IF	61.8	55	4.43	4.41	2.73
1020	Premium	G	IF	59.9	58	4.43	4.42	2.65
1020	Ideal	G	IF	62.9	55	4.41	4.37	2.76
1020	Premium	G	IF	61.8	55	4.45	4.39	2.73
1020	Premium	F	SI1	59.6	59	5.13	5.11	3.05
1020	Premium	G	I1	62.2	59	5.07	5.03	3.14
1020	Premium	F	VS1	61.5	55	4.58	4.49	2.79
1021	Ideal	F	VVS1	61.5	54	4.59	4.62	2.83
1021	Ideal	F	VVS1	61.8	57	4.47	4.43	2.75
1021	Ideal	D	VVS2	60.9	57	4.48	4.46	2.72
1021	Ideal	F	VVS1	62.4	55	4.42	4.4	2.75
1021	Ideal	F	VVS1	61.7	57	4.47	4.44	2.75
1021	Ideal	F	VVS1	62.4	55	4.47	4.44	2.78
1021	Ideal	F	VVS1	61.9	55	4.44	4.42	2.74
1021	Ideal	F	VVS1	61.8	57	4.46	4.44	2.75
1021	Ideal	D	VVS2	61.1	56	4.46	4.44	2.72
1021	Premium	H	VS1	61.3	59	4.79	4.74	2.92
1021	Premium	D	VS2	60.8	58	4.73	4.68	2.86
1022	Premium	D	SI1	62.4	60	4.82	4.79	3
1023	Ideal	I	SI1	62.5	57	5.07	5.1	3.18
1023	Good	J	VS2	63.8	57	5.1	5.12	3.26
1023	Very Good	J	VS2	60.9	59	5.2	5.27	3.19
1023	Good	J	VS2	63.3	56	5.12	5.18	3.26
1023	Ideal	G	VVS1	60.9	55	4.83	4.89	2.96
1024	Premium	H	SI2	62.6	61	5.06	5.03	3.1
1024	Very Good	I	VVS2	59.9	57	4.87	4.91	2.93
1024	Ideal	H	VS1	61	54	4.84	4.8	2.94
1024	Ideal	F	VS1	62.3	57	4.69	4.65	2.91
1024	Premium	E	VS2	61	60	4.85	4.82	2.95
1024	Ideal	E	VS2	62	55	4.82	4.8	2.98
1024	Ideal	E	VS2	62.3	55	4.83	4.77	2.99
1024	Ideal	E	VS2	62.2	55	4.83	4.79	2.99
1024	Ideal	E	VS2	62.4	55	4.83	4.79	3
1024	Premium	E	VS2	62.8	59	4.8	4.76	3
1024	Ideal	E	VS2	62.1	56	4.8	4.77	2.97
1024	Ideal	E	VS2	61.8	57	4.81	4.77	2.96
1024	Premium	G	VS1	62.7	58	4.69	4.63	2.92
1024	Premium	D	VS2	61.3	58	4.73	4.7	2.89
1024	Premium	D	VS2	60.2	59	4.76	4.74	2.86
1024	Premium	H	VVS1	59.9	59	4.61	4.57	2.75
1024	Premium	H	VVS1	61.2	60	4.54	4.51	2.77
1024	Premium	H	VVS1	60.6	60	4.57	4.51	2.75
1024	Ideal	H	VVS1	61.5	57	4.54	4.53	2.79
1024	Ideal	H	VVS1	61.7	56	4.55	4.53	2.8
1024	Premium	H	VVS1	61.2	60	4.55	4.5	2.77
1024	Ideal	H	VVS1	62.6	57	4.47	4.45	2.79
1024	Premium	H	VVS1	62.1	58	4.52	4.46	2.79
1024	Premium	G	VVS2	62.2	58	4.54	4.49	2.81
1024	Ideal	G	VVS2	61	57	4.58	4.54	2.78
1024	Premium	G	VVS2	62.8	58	4.48	4.44	2.8
1024	Premium	E	VVS2	60.2	58	4.66	4.61	2.79
1024	Premium	D	VS2	61.4	60	4.72	4.7	2.89
1025	Very Good	E	IF	57.9	56	4.71	4.75	2.74
1025	Ideal	G	IF	62.4	55	4.32	4.3	2.69
1026	Ideal	E	VS1	62.3	57	4.64	4.67	2.9
1026	Very Good	E	IF	60.1	60	4.3	4.32	2.59
1026	Premium	E	IF	61	59	4.29	4.33	2.63
1026	Premium	E	VS1	59.6	60	4.72	4.75	2.82
1026	Very Good	H	VVS1	60.9	62	4.8	4.86	2.94
1026	Premium	G	SI2	62.5	56	5.12	5.09	3.19
1026	Premium	G	SI2	58.6	59	5.3	5.25	3.09
1026	Ideal	F	VVS2	61.4	55.7	4.76	4.79	2.94
1026	Ideal	D	VS1	61.4	56	4.55	4.58	2.8
1026	Ideal	F	VS2	62.2	57	4.63	4.6	2.87
1026	Premium	F	VS2	60.5	59	4.72	4.67	2.84
1026	Ideal	F	VS2	62.8	57	4.62	4.58	2.89
1026	Premium	F	VS2	61.9	59	4.66	4.61	2.87
1026	Ideal	F	VS2	62.1	57	4.67	4.61	2.88
1026	Ideal	F	VS2	62	56	4.66	4.63	2.88
1026	Premium	F	VS2	60.9	56	4.72	4.67	2.86
1026	Premium	G	SI1	60.6	60	5.1	5.06	3.08
1026	Premium	G	SI1	62.5	58	5.03	4.98	3.13
1026	Good	E	VVS2	59.8	64	4.34	4.29	2.58
1027	Very Good	F	IF	62	54	4.55	4.58	2.83
1027	Ideal	E	VVS2	62.4	56	4.63	4.69	2.91
1027	Fair	G	VS1	66.3	56	4.82	4.65	3.14
1028	Very Good	E	VVS2	63.6	55	4.67	4.7	2.98
1028	Ideal	F	VVS1	61	55	4.6	4.62	2.81
1028	Ideal	H	IF	60.9	57	4.58	4.6	2.8
1028	Ideal	F	IF	61.8	55	4.47	4.49	2.77
1028	Ideal	E	VVS1	62.4	56	4.37	4.35	2.72
1028	Ideal	G	IF	62	54	4.39	4.35	2.71
1028	Premium	F	VVS1	59.7	59	4.49	4.45	2.67
1028	Premium	E	SI2	59.7	61	4.97	4.91	2.95
1029	Ideal	G	IF	61.9	55	4.56	4.59	2.83
1029	Premium	G	VVS2	61.6	60	4.85	4.8	2.97
1030	Premium	D	VS1	60.2	60	4.68	4.63	2.8
1030	Very Good	F	VVS1	63.8	58	4.58	4.61	2.93
1030	Very Good	D	VS2	63.4	59	4.88	4.83	3.08
1030	Ideal	E	VVS1	60.7	55	4.56	4.6	2.78
1030	Ideal	D	VVS2	61.2	56	4.43	4.39	2.7
1030	Ideal	E	VS1	62.2	55	4.79	4.76	2.97
1030	Premium	D	VS1	60.5	59	4.49	4.45	2.7
1031	Very Good	I	VS2	61.9	55	4.73	4.77	2.94
1031	Very Good	G	VS1	60.7	55	4.71	4.74	2.87
1031	Ideal	H	VVS2	62.1	56	4.64	4.67	2.89
1031	Ideal	F	VS1	61	57	4.84	4.87	2.96
1031	Ideal	D	VS2	62.2	55	4.75	4.8	2.97
1031	Ideal	G	VVS2	62.1	57	4.77	4.8	2.97
1031	Ideal	G	VVS2	61.3	56	4.81	4.82	2.95
1031	Very Good	G	VVS2	60.4	59	4.78	4.82	2.9
1031	Premium	F	VS1	61.8	59	4.81	4.83	2.98
1031	Ideal	D	VS2	61.4	56	4.8	4.84	2.96
1031	Ideal	F	VS1	61.3	57	4.8	4.85	2.96
1031	Premium	F	VS1	60.9	59	4.8	4.85	2.94
1031	Ideal	G	VVS2	60.7	55	4.86	4.89	2.96
